0	68
5	2
14	1
15	2
16	1
17	1
19	1
22	2
25	4
26	1
27	1
29	1
31	1
32	1
33	5
36	3
37	1
38	3
40	2
41	1
42	2
43	2
44	3
45	4
47	1
50	9
52	4
55	7
57	4
58	1
60	1
61	7
63	4
64	1
65	3
66	7
68	5
69	1
70	1
72	2
73	3
75	1
77	4
78	2
79	1
80	1
82	1
83	2
84	3
85	1
88	6
94	8
95	1
100	11
