0	4
5	2
15	1
21	1
25	1
31	1
33	1
36	1
38	3
42	4
43	1
44	2
50	3
52	3
55	2
57	3
61	6
63	3
66	4
68	2
72	3
73	3
77	4
78	2
83	2
84	1
88	5
89	1
94	7
100	9
