0	53
10	1
11	1
15	2
21	4
25	1
26	1
31	4
33	1
36	2
38	4
43	1
44	1
47	1
50	8
52	3
55	8
57	3
61	7
63	3
66	6
68	10
72	7
73	7
77	6
78	7
83	4
84	5
88	6
89	3
94	15
100	14
